sample,tempo para fechamento,number,creator user cargo,creator user seguidores,creator user tempo no GitHub,closed user cargo,closed user seguidores,closed user tempo no GitHub,closed_count,open_count,framework,relative_open_count,relative_closed_count
spring-guides/gs-rest-service-cors,90.61538461538461,12.153846153846153,,507.6923076923077,1474.4615384615386,,1344.1666666666667,2254.4166666666665,13.0,0.0,Spring,0.0,100.0
spring-guides/gs-routing-and-filtering,47.4,6.666666666666667,,8.0,805.6666666666666,,777.2,1424.4,5.0,1.0,Spring,16.666666666666664,83.33333333333334
spring-guides/gs-scheduling-tasks,68.25,10.2,,5.4,1118.2,,510.0,1593.25,4.0,1.0,Spring,20.0,80.0
spring-guides/gs-securing-web,36.61904761904762,30.296296296296298,,211.62962962962962,1001.925925925926,,948.5714285714286,1711.857142857143,21.0,6.0,Spring,22.22222222222222,77.77777777777779
spring-guides/gs-service-registration-and-discovery,0.25,9.8,,8.4,1587.2,,1135.25,2740.5,4.0,6.0,Spring,60.0,40.0
spring-guides/gs-serving-web-content,67.3125,20.705882352941178,,123.23529411764706,1338.5882352941176,,1292.9375,2109.375,16.0,1.0,Spring,5.88235294117647,94.11764705882352
spring-guides/gs-spring-boot,151.5151515151515,39.4,,189.14285714285714,1510.8285714285714,,1852.121212121212,2580.6666666666665,33.0,2.0,Spring,5.714285714285714,94.28571428571428
spring-guides/gs-spring-boot-docker,172.9375,44.6,,81.7,1564.9,,2151.8125,2644.3333333333335,48.0,2.0,Spring,4.0,96.0
spring-guides/gs-spring-boot-for-azure,4.0,6.0,,0.0,255.0,,0.0,260.0,1.0,0.0,Spring,0.0,100.0
spring-guides/gs-spring-boot-kubernetes,8.0,2.0,,33.0,2387.0,,3179.0,3747.0,1.0,1.0,Spring,50.0,50.0
spring-guides/gs-spring-cloud-loadbalancer,,5.5,,1.5,1560.0,,,,0.0,2.0,Spring,100.0,0.0
spring-guides/gs-spring-cloud-stream,,2.0,,5.0,3232.0,,,,0.0,1.0,Spring,100.0,0.0
spring-guides/gs-spring-data-reactive-redis,,4.5,,378.0,1288.0,,,,0.0,4.0,Spring,100.0,0.0
spring-guides/gs-testing-restdocs,197.0,8.0,,71.0,3266.0,,1051.0,4213.0,1.0,0.0,Spring,0.0,100.0
spring-guides/gs-testing-web,10.333333333333334,19.5,,895.7,2452.9,,3179.0,3469.6666666666665,6.0,4.0,Spring,40.0,60.0
spring-guides/gs-uploading-files,51.43333333333333,36.82222222222222,,281.8,1264.6666666666667,,1140.9333333333334,2152.1,30.0,15.0,Spring,33.33333333333333,66.66666666666666
spring-guides/gs-validating-form-input,125.46153846153847,18.46153846153846,,231.92307692307693,1339.3846153846155,,737.6923076923077,2104.3846153846152,13.0,0.0,Spring,0.0,100.0
spring-guides/gs-vault-config,5.0,8.666666666666666,,52.666666666666664,1551.6666666666667,,708.5,2842.5,2.0,1.0,Spring,33.33333333333333,66.66666666666666
spring-guides/top-spring-boot-docker,36.0,6.25,,8.0,2402.75,,1590.5,2941.5,2.0,2.0,Spring,50.0,50.0
spring-guides/top-spring-on-kubernetes,,2.0,,71.0,3388.0,,,,0.0,1.0,Spring,100.0,0.0
spring-guides/top-spring-security-architecture,0.0,9.625,,2.5,1385.0,,2384.25,2409.0,4.0,4.0,Spring,50.0,50.0
spring-guides/topical-guides,906.0,1.0,,1244.0,1650.0,,3179.0,2930.0,1.0,0.0,Spring,0.0,100.0
spring-guides/tut-react-and-spring-data-rest,141.84146341463415,64.6304347826087,,68.57608695652173,1219.608695652174,,449.7317073170732,2251.170731707317,82.0,10.0,Spring,10.869565217391305,89.13043478260869
spring-guides/tut-rest,318.37704918032784,42.23809523809524,,223.68253968253967,1493.8412698412699,,599.7,2687.0666666666666,61.0,2.0,Spring,3.1746031746031744,96.82539682539682
spring-guides/tut-spring-boot-kotlin,39.7,25.73913043478261,,211.65217391304347,2433.2608695652175,,714.55,3335.1,20.0,3.0,Spring,13.043478260869565,86.95652173913044
spring-guides/tut-spring-boot-oauth2,49.66153846153846,61.141176470588235,,62.741176470588236,1158.6470588235295,,2109.1846153846154,2241.4615384615386,65.0,20.0,Spring,23.52941176470588,76.47058823529412
spring-guides/tut-spring-security-and-angular-js,55.014084507042256,106.53939393939395,,118.56969696969696,1096.2060606060606,,2465.676056338028,2205.8521126760565,142.0,23.0,Spring,13.939393939393941,86.06060606060606
spring-guides/understanding,1.25,11.4,,737.6,1369.8,,654.0,2202.5,4.0,1.0,Spring,20.0,80.0
